Species,Length,Value
종로구,전체,25
중구,전체,20
용산구,전체,13
성동구,전체,16
광진구,전체,13
동대문구,전체,21
중랑구,전체,18
성북구,전체,26
강북구,전체,15
도봉구,전체,10
노원구,전체,17
은평구,전체,22
서대문구,전체,12
마포구,전체,16
양천구,전체,16
강서구,전체,13
구로구,전체,18
금천구,전체,13
영등포구,전체,16
동작구,전체,18
관악구,전체,19
서초구,전체,21
강남구,전체,23
송파구,전체,22
강동구,전체,17
