Species,Length,Value
종로구,소계,3138
중구,소계,3071
용산구,소계,2967
성동구,소계,2194
광진구,소계,3619
동대문구,소계,3253
중랑구,소계,3599
성북구,소계,2749
강북구,소계,2832
도봉구,소계,2141
노원구,소계,3896
은평구,소계,3487
서대문구,소계,2374
마포구,소계,4096
양천구,소계,3169
강서구,소계,4663
구로구,소계,3857
금천구,소계,2577
영등포구,소계,4819
동작구,소계,2735
관악구,소계,4879
서초구,소계,4459
강남구,소계,6947
송파구,소계,5167
강동구,소계,3711
